NGA,Longform.Name,PolityID,Variable,Value.From,Value.To,Date.From,Date.To,Date.Note,Comment,PolID Ascribed,Expert Review,References
Susiana,Il-khanate,ir_il_khanate,Polities involved in long-distance trade involving Specialty luxury items,it_venetian_rep_3,,1100,1300,"Dates broadly reflect discussion of 12th and 13th centuries, esp. Italian merchants at the Champagne fairs in France.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes among their commodities: pepper, brazilwood, feathers, damask cloth and elaborately inlaid metal objects from the Middle East  (1991: 68).",Y,Y - Abel Alves,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Susiana,Il-khanate,ir_il_khanate,Textiles involved in trade with distant polities,present,,1206,1526,"Date span reflects the duration of the Delhi Sultanate, which is the subject of the text.",Ray states that brocade textile from Iran reached the Delhi Sultanate (2019: 306).,Y,Y - Abel Alves,https://www.zotero.org/groups/1051264/seshat_databank/search/Aniruddha/titleCreatorYear/items/2S5I44XU/item-list
Susiana,Il-khanate,ir_il_khanate,Polities involved in long-distance trade involving Textiles,in_delhi_sultanate,,1206,1526,"Date span reflects the duration of the Delhi Sultanate, which is the subject of the text.",Ray states that brocade textile from Iran reached the Delhi Sultanate (2019: 306).,Y,Y - Abel Alves,https://www.zotero.org/groups/1051264/seshat_databank/search/Aniruddha/titleCreatorYear/items/2S5I44XU/item-list
Susiana,Il-khanate,ir_il_khanate,Agricultural goods involved in trade with distant polities,inferred present,,1300,1400,Discussion of the fourteenth century.,"Sen describes a fourteenth century Persian source which details an annual export of 10,000 horses from the Persian Gulf (polities not specified) to South Asia and specifically 1400 to the Malabar Coast (Sen 2022: 118).",Y,Y - Abel Alves,https://www.zotero.org/groups/1051264/seshat_databank/items/W3KSTBHE/library
Susiana,Il-khanate,ir_il_khanate,Polities involved in long-distance trade involving agricultural goods,in_hoysala_k,,1300,1400,Discussion of the fourteenth century.,"Sen describes a fourteenth century Persian source which details an annual export of 10,000 horses from the Persian Gulf (polities not specified) to South Asia and specifically 1400 to the Malabar Coast (Sen 2022: 118).",Y,Y - Abel Alves,https://www.zotero.org/groups/1051264/seshat_databank/items/W3KSTBHE/library
Susiana,Il-khanate,ir_il_khanate,Polities involved in long-distance trade involving agricultural goods,in_kampili_k,,1300,1400,Discussion of the fourteenth century.,"Sen describes a fourteenth century Persian source which details an annual export of 10,000 horses from the Persian Gulf (polities not specified) to South Asia and specifically 1400 to the Malabar Coast (Sen 2022: 118).",Y,Y - Abel Alves,https://www.zotero.org/groups/1051264/seshat_databank/items/W3KSTBHE/library
Susiana,Il-khanate,ir_il_khanate,Polities involved in long-distance trade involving agricultural goods,in_vijayanagara_emp,,1300,1400,Discussion of the fourteenth century.,"Sen describes a fourteenth century Persian source which details an annual export of 10,000 horses from the Persian Gulf (polities not specified) to South Asia and specifically 1400 to the Malabar Coast (Sen 2022: 118).",Y,Y - Abel Alves,https://www.zotero.org/groups/1051264/seshat_databank/items/W3KSTBHE/library
Deccan,Kadamba Empire,in_kadamba_emp,Specialty luxury items involved in trade within polity,present,,345,550,Dates reflect general disuccion of India from the first century onwards.,"Allsen describes the pearl fishing regions along the Gulf of Mannar in India as well as the Malabar coast, he also states that Ceylon was identified by foreigners as the principal source of pearls in South Asia (2019: 15); I infer from the broader themes of the passage that pearls were traded with distant polities.",Y,,https://www.zotero.org/groups/1051264/seshat_databank/items/GZXEJUQC/item-list
Deccan,Kadamba Empire,in_kadamba_emp,Specialty luxury items involved in trade with distant polities,inferred present,,345,550,Dates reflect general disuccion of India from the first century onwards.,"Allsen describes the pearl fishing regions along the Gulf of Mannar in India as well as the Malabar coast, he also states that Ceylon was identified by foreigners as the principal source of pearls in South Asia (2019: 15); I infer from the broader themes of the passage that pearls were traded with distant polities.",Y,,https://www.zotero.org/groups/1051264/seshat_databank/items/GZXEJUQC/item-list
Deccan,Kampili Kingdom,in_kampili_k,Specialty luxury items involved in trade within polity,present,,1280,1327,Dates reflect general disuccion of India from the first century onwards.,"Allsen describes the pearl fishing regions along the Gulf of Mannar in India as well as the Malabar coast, he also states that Ceylon was identified by foreigners as the principal source of pearls in South Asia (2019: 15); I infer from the broader themes of the passage that pearls were traded with distant polities.",Y,,https://www.zotero.org/groups/1051264/seshat_databank/items/GZXEJUQC/item-list
Deccan,Kampili Kingdom,in_kampili_k,Specialty luxury items involved in trade with distant polities,inferred present,,1280,1327,Dates reflect general disuccion of India from the first century onwards.,"Allsen describes the pearl fishing regions along the Gulf of Mannar in India as well as the Malabar coast, he also states that Ceylon was identified by foreigners as the principal source of pearls in South Asia (2019: 15); I infer from the broader themes of the passage that pearls were traded with distant polities.",Y,,https://www.zotero.org/groups/1051264/seshat_databank/items/GZXEJUQC/item-list
Deccan,Kampili Kingdom,in_kampili_k,Agricultural goods involved in trade with distant polities,inferred present,,1280,1327,Date span covers overlap between the IlKhanate and trading partner polities.,"Jackson states that ginger and cinnamon were available at Tabriz in Iran, I have inferred that these originated in India (both Deccan and Middle Ganga) (2017: 216).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/Peter%20Jackson/titleCreatorYear/items/5NH4I2IW/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,ir_il_khanate,,1280,1327,Date span covers overlap between the IlKhanate and trading partner polities.,"Jackson states that ginger and cinnamon were available at Tabriz in Iran, I have inferred that these originated in India (both Deccan and Middle Ganga) (2017: 216).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/Peter%20Jackson/titleCreatorYear/items/5NH4I2IW/item-list
Deccan,Kampili Kingdom,in_kampili_k,Agricultural goods involved in trade with distant polities,present,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Manufactured goods involved in trade with distant polities,present,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Specialty luxury items involved in trade with distant polities,present,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,ir_il_khanate,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,it_papal_state_1,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,it_venetian_rep_3,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,fr_capetian_k_2,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving manufactured goods,ir_il_khanate,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving manufactured goods,it_papal_state_1,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving manufactured goods,it_venetian_rep_3,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving manufactured goods,fr_capetian_k_2,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving Specialty luxury items,ir_il_khanate,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving Specialty luxury items,it_papal_state_1,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving Specialty luxury items,it_venetian_rep_3,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving Specialty luxury items,fr_capetian_k_2,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.","Abu-Lughod details the activities of the Italian merchants travelling to the Champagne markets in the 12th and 13th centuries, she describes spices including cloves, ginger, cardamon and pepper, alum, indigo, rose madder root and other natural dyes, lapis lazuli and other precious stones as among the commodities, which she states involved Arab merchants as intermediaries (1991: 68).",Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/abu-lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Agricultural goods involved in trade with distant polities,inferred present,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.",Abu-Lughod states that Italian merchants brought 'Eastern goods' including spices to the urban markets of northern Europe in the twelfth and thirteenth centries (1991: 60-61); the author does not provide more detail but I have inferred that at least some of the spices originated in India as in earlier centuries.,Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/Abu-Lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Is long-distance trade involving agricultral goods direct?,absent,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.",Abu-Lughod states that Italian merchants brought 'Eastern goods' including spices to the urban markets of northern Europe in the twelfth and thirteenth centries (1991: 60-61); the author does not provide more detail but I have inferred that at least some of the spices originated in India as in earlier centuries.,Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/Abu-Lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,fr_capetian_k_2,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.",Abu-Lughod states that Italian merchants brought 'Eastern goods' including spices to the urban markets of northern Europe in the twelfth and thirteenth centries (1991: 60-61); the author does not provide more detail but I have inferred that at least some of the spices originated in India as in earlier centuries.,Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/Abu-Lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,it_papal_state_1,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.",Abu-Lughod states that Italian merchants brought 'Eastern goods' including spices to the urban markets of northern Europe in the twelfth and thirteenth centries (1991: 60-61); the author does not provide more detail but I have inferred that at least some of the spices originated in India as in earlier centuries.,Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/Abu-Lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,it_venetian_rep_3,,1280,1300,"Dates reflect the overlap of the short-lived Kampili Kingdom with the relevant European and Middle Eastern polities in the thirteenth century, as per the discussion.",Abu-Lughod states that Italian merchants brought 'Eastern goods' including spices to the urban markets of northern Europe in the twelfth and thirteenth centries (1991: 60-61); the author does not provide more detail but I have inferred that at least some of the spices originated in India as in earlier centuries.,Y,,https://www.zotero.org/groups/1051264/seshat_databank/search/Abu-Lughod/titleCreatorYear/items/4HHR4UT2/item-list
Deccan,Kampili Kingdom,in_kampili_k,Specialty luxury items involved in trade with distant polities,present,,1280,1327,Date span reflects overlap between the Kampili Kingdom and the Mamluk period in Egypt under discussion.,Sen discusses the import of South Asian elephants and tigers into Mamluk Egypt (2022: 124).,Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/W3KSTBHE/library
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving Specialty luxury items,eg_mamluk_sultanate_1,,1280,1327,Date span reflects overlap between the Kampili Kingdom and the Mamluk period in Egypt under discussion.,Sen discusses the import of South Asian elephants and tigers into Mamluk Egypt (2022: 124).,Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/W3KSTBHE/library
Deccan,Kampili Kingdom,in_kampili_k,Agricultural goods involved in trade with distant polities,present,,1280,1400,Period under discussion by Wing is the twelth to end of fourteenth century.,"Wing describes the trade in pepper from India to the Red Sea which was dominanted by specialised middle-eastern spice merchants called the Karimi, through these merchants spices came to Ayyubid and Mamluk Egypt (Wing 2017: 697-699); expert Prof. Sundar Vladlamudi says that pepper has been a consistent export from India from the Roman period onwards (Expert review meeting 07/12/23).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/search/Patrick%20Wing%20Red%20Sea/titleCreatorYear/items/SWWETKCG/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,eg_mamluk_sultanate_1,,1280,1327,Period under discussion by Wing is the twelth to end of fourteenth century.,"Wing describes the trade in pepper from India to the Red Sea which was dominanted by specialised middle-eastern spice merchants called the Karimi, through these merchants spices came to Ayyubid and Mamluk Egypt (Wing 2017: 697-699); expert Prof. Sundar Vladlamudi says that pepper has been a consistent export from India from the Roman period onwards (Expert review meeting 07/12/23).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/search/Patrick%20Wing%20Red%20Sea/titleCreatorYear/items/SWWETKCG/item-list
Deccan,Kampili Kingdom,in_kampili_k,Is long-distance trade in agricultural goods direct,inferred absent,,1280,1327,Period under discussion by Wing is the twelth to end of fourteenth century.,"Wing describes the trade in pepper from India to the Red Sea which was dominanted by specialised middle-eastern spice merchants called the Karimi, through these merchants spices came to Ayyubid and Mamluk Egypt (Wing 2017: 697-699); expert Prof. Sundar Vladlamudi says that pepper has been a consistent export from India from the Roman period onwards (Expert review meeting 07/12/23).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/search/Patrick%20Wing%20Red%20Sea/titleCreatorYear/items/SWWETKCG/item-list
Deccan,Kampili Kingdom,in_kampili_k,Specialist participation in agricultural trade,present,,1280,1327,Period under discussion by Wing is the twelth to end of fourteenth century.,"Wing describes the trade in pepper from India to the Red Sea which was dominanted by specialised middle-eastern spice merchants called the Karimi, through these merchants spices came to Ayyubid and Mamluk Egypt (Wing 2017: 697-699); expert Prof. Sundar Vladlamudi says that pepper has been a consistent export from India from the Roman period onwards (Expert review meeting 07/12/23).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/search/Patrick%20Wing%20Red%20Sea/titleCreatorYear/items/SWWETKCG/item-list
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,it_papal_state_1,,1280,1309,Period under discussion by Wing is the twelth to end of fourteenth century.,"Wing describes how Italian and Catalan merchants would purchase spices at Egyptian warehouses, these had been brought from India via the specialist Red Sea Karimi merchants (2017: 697-698).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/search/Patrick%20Wing%20Red%20Sea/titleCreatorYear/items/SWWETKCG/item-list
Deccan,Kampili Kingdom,in_kampili_k,Is long-distance trade in agricultural goods direct,inferred absent,,1280,1327,Period under discussion by Wing is the twelth to end of fourteenth century.,"Wing describes how Italian and Catalan merchants would purchase spices at Egyptian warehouses, these had been brought from India via the specialist Red Sea Karimi merchants (2017: 697-698).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/search/Patrick%20Wing%20Red%20Sea/titleCreatorYear/items/SWWETKCG/item-list
Deccan,Kampili Kingdom,in_kampili_k,Specialty luxury items involved in trade with distant polities,inferred present,,1280,1327,Date span reflects the duration of the short-lived Kampili Kingdom which overlapped with the polity Great Yuan.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Kampili Kingdom,in_kampili_k,Manufactured goods involved in trade with distant polities,inferred present,,1280,1327,Date span reflects the duration of the short-lived Kampili Kingdom which overlapped with the polity Great Yuan.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Kampili Kingdom,in_kampili_k,Agricultural goods involved in trade with distant polities,inferred present,,1280,1327,Date span reflects the duration of the short-lived Kampili Kingdom which overlapped with the polity Great Yuan.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving agricultural goods,cn_yuan_dyn,,1280,1327,Date span reflects the duration of the short-lived Kampili Kingdom which overlapped with the polity Great Yuan.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving Manufactured goods,cn_yuan_dyn,,1280,1327,Date span reflects the duration of the short-lived Kampili Kingdom which overlapped with the polity Great Yuan.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Kampili Kingdom,in_kampili_k,Polities involved in long-distance trade involving Specialty luxury items,cn_yuan_dyn,,1280,1327,Date span reflects the duration of the short-lived Kampili Kingdom which overlapped with the polity Great Yuan.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Hoysala Kingdom,in_hoysala_k,Specialty luxury items involved in trade with distant polities,inferred present,,1271,1346,Dates reflec the overlap between the Indian Hoysala Kingdom and the Great Yuan Dynasty.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Hoysala Kingdom,in_hoysala_k,Manufactured goods involved in trade with distant polities,inferred present,,1271,1346,Dates reflec the overlap between the Indian Hoysala Kingdom and the Great Yuan Dynasty.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Hoysala Kingdom,in_hoysala_k,Agricultural goods involved in trade with distant polities,inferred present,,1271,1346,Dates reflec the overlap between the Indian Hoysala Kingdom and the Great Yuan Dynasty.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Hoysala Kingdom,in_hoysala_k,Polities involved in long-distance trade involving agricultural goods,cn_yuan_dyn,,1271,1346,Dates reflec the overlap between the Indian Hoysala Kingdom and the Great Yuan Dynasty.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
Deccan,Hoysala Kingdom,in_hoysala_k,Polities involved in long-distance trade involving Manufactured goods,cn_yuan_dyn,,1271,1346,Dates reflec the overlap between the Indian Hoysala Kingdom and the Great Yuan Dynasty.,"Kradin reproduces an account by Marco Polo of the commodities originating from India that he saw in the capital of the Yuan dynasty, including precious stones, pearls, drugs and spices (2021: 527).",Y,Y - Reviewed in Discussion with Sundar Vladlamudi 07/12/23.,https://www.zotero.org/groups/1051264/seshat_databank/items/NR8NW2VA/library
