year_from|year_to|predecessor|successor|polity_new_ID|polity_old_ID|polity_long_form_name|conflict_name|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference
1406|1412|Jam Ali Sher|Jam Kran |pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||A|A|P|A|A|A|A|A
1406|1415|Gregory XII (Angelo Correr)|Martin V (Oddone Colonna)|it_papal_state_2|ItPapRn|Papal States - Renaissance Period|None|P|A|A|P|A|A|A|A|A
1407|1410|Pūlād Khan|Tīmūr Khan|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|SU|SU|A|A|A|P|A
1408|1412|Öljei Temür|Dalbag|mn_mongol_late|MnMongL|Late Mongols||A|A|P|P|A|A|A|A|A
1408|1420|Cwa I Nabaka|Kimera|ug_buganda_k_1|Early Buganda copy|Buganda||IA|IA|SU|SU|SU|SU|SU|SU|SU
1409|1416|Lampong/Lampang Paramaja|Sorijovong/Sorijong/Lambang|kh_angkor_3|KhAngkL|Late Angkor|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1409|1422|Sabr ad-Din III|Mansur|so_adal_sultanate|so_adal_sultanate|Adal Sultanate||IA|IA|A|IA|IA|IA|IA|IA|IA
1410|1411|Tīmūr Khan|Jalāl ad-Din Zeleni Saltan|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|IP|A|A|A|A|P|A
1410|1411|Saif Hamzah Shah|Shihab al-Din Bayazid Shah|bd_bengal_sultanate|BdBengl|Bengal Sultanate|||A|A|A|A|P|A|A|A
1410|1421|Umaru|Dauda|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1410|1440|Uwaifiokun|Ewaure|ni_benin_emp|ni_benin_emp|Benin Empire||IA|IA|P|P|IA|IA|IA|IA|IA
1410|1440|Pararajasekaran V|Segarajasekaran VI|sl_jaffa_k|sl_jaffa_k|Jaffna||IA|IA|IA|IA|IA|IA|IA|IA|IA
1411|1412|Jalāl ad-Din Zeleni Saltan|Karīm Berdi|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|P|P|A|A|A|A|A
1411|1414|Shihab al-Din Bayazid Shah |Ala al-Din Firuz Shah|bd_bengal_sultanate|BdBengl|Bengal Sultanate|||A|A|A|A|A|A|A|A
1411|1415|Sigismund of Luxembourg|Frederick I, Elector of Brandenburg|de_hohenzollern_1|de_brandenburg_1|Electorate of Brandenburg||A|A|A|A|A|A|A|A|P
1411|1437|Sigismund of Luxembourg|Albert II of Habsburg|de_empire_3|de_empire_3|Holy Roman Empire - Fragmented Period|None|A|A|A|A|A|A|A|A|A
1412|1412|Jam Kran |Jam Sikander|pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||P|P|A|A|A|A|A|A
1412|1413|Tewodros|Yishaq|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||IA|IA|IA|IP|A|A|IA|IP|IP
1412|1413|Jam Sikander|Jam Fath Khan |pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||P|P|P|A|A|A|A|A
1412|1413|Karīm Berdi|Kebek|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|A|P|A|A|A|A|A
1412|1416|Dalbag|Oyiradai|mn_mongol_late|MnMongL|Late Mongols||A|A|P|P|A|A|A|A|P
1412|1421|Muḥammad b. Sulaymān b. al-Husayn / Almalik al-‘Ādil|Sulaymān b. Muḥammad|tz_tana|tz_tana|Classic Tana||A|A|A|A|A|A|A|A|A
1412|1421|Al-Muayyad Shaykh|Al-Ashraf Barsbay|eg_mamluk_sultanate_3|EgMamBu|Egypt - Mamluk Sultanate III|None|P|P|SU|P|A|A|A|A|A
1413|1414|Kebek|Jabbār Berdi|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|P|A|P|A|A|P|A
1413|1421|Mehmed I|Murad II|tr_ottoman_emirate|TrOttm1|Ottoman Emirate|None|P|A|A|A|A|P|A|A|A
1413|1422|Henry V|Henry VI|gb_england_plantagenet|gb_england_plantagenet|Plantagenet England|None|P|A|A|P|IA|IA|P|A|A
1413|1428|Jam Fath Khan|Jam Juna II|pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||A|A|A|A|A|A|A|A
1413|1430|Yishaq|Indiryas|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||IP|IA|IA|IA|IA|IA|IP|P|IP
1414|1416|Jabbār Berdi|Darwīsh|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|P|A|A|A|A|P|A
1414|1421|Khizr Khan|Mubarak II|in_delhi_sultanate|InDelh*|Delhi Sultanate|Delhi-northern India, 1414-21|A|A|A|A|A|A|A|A|A
1414|1423|Tommaso Mocenigo|Francesco Foscari|it_venetian_rep_3|ItVenR3|Republic of Venice III||A|A|A|A|A|A|A|A|A
1414||Ala al-Din Firuz Shah||bd_bengal_sultanate|BdBengl|Bengal Sultanate|||A|A|A|A|A|A|A|A
1415|1432|Sultan Jalal al-Din Muhammad|Shams al-Din Ahmad Shah|bd_bengal_sultanate|BdBengl|Bengal Sultanate|||A|A|A|A|P|A|P|A
1415|1440|Frederick I, Elector of Brandenburg|Frederick II|de_hohenzollern_1|de_brandenburg_1|Electorate of Brandenburg||A|A|A|A|A|A|A|A|A
1416|1425|Oyiradai|Adai|mn_mongol_late|MnMongL|Late Mongols||IA|IA|IA|IA|IA|IA|IA|IA|IA
1416|1425|Sorijovong/Sorijong/Lambang|Barom Racha/Gamkhat Ramadhapati|kh_angkor_3|KhAngkL|Late Angkor|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1417|1419|Darwīsh|Qādir Berdi|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|P|A|P|A|A|P|A
1417|1431|Martin V (Oddone Colonna)|Eugenius IV (Gabriele Condulmer)|it_papal_state_2|ItPapRn|Papal States - Renaissance Period|None|P|A|A|P|A|A|A|A|A
1419|1421|Qādir Berdi|Barāq Khan|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|P|A|P|A|A|P|A
1419|1437|Sigismund (Zikmund)|Albert (Albrecht Habsburský)|cz_bohemian_k_2|cz_bohemian_k_2|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|None|P|A|A|A|P|P|A|A|A
1420|1440|Tyukuli N’Diklan|Leeyti Tyukuli|se_jolof_emp|se_jolof_emp|Jolof Empire||||||||||
1420|1447|Kimera|Tembo|ug_buganda_k_1|Early Buganda copy|Buganda||IA|IA|IA|IA|IA|IA|IA|IA|IA
1421|1427|Barāq Khan|Ulugh Muḥammad|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|P|A|A|A|A|P|A
1421|1434|Mubarak II|Muhammad IV|in_delhi_sultanate|InDelh*|Delhi Sultanate|None|P|P|P|P|A|A|A|A|A
1421|1438|Dauda|Abdulahi Burja|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1421|1442|Sulaymān b. Muḥammad|Ismā‘īl b. al-Ḥusayn b. Sulaymān|tz_tana|tz_tana|Classic Tana||P|A|A|A|A|A|A|A|P
1421|1451|Murad II|Mehmed II|tr_ottoman_emp_1|TrOttm2|Ottoman Empire I|None|A|A|A|A|A|A|A|A|A
1422|1425|Mansur|Jamal ad-Din II|so_adal_sultanate|so_adal_sultanate|Adal Sultanate||P|P|A|IA|IA|IA|IA|IA|IA
1422|1438|Al-Ashraf Barsbay|Al-Zahir Jaqmaq|eg_mamluk_sultanate_3|EgMamBu|Egypt - Mamluk Sultanate III|None|P|A|A|P|A|A|A|A|A
1422|1461|Charles VII, the Victorious|Louis XI|fr_valois_k_1|FrValoE|French Kingdom - Early Valois|Hundred Years' War, 1415–1453|P|A|A|P|A|A|A|P|P
1422|1461|Henry VI|Edward IV|gb_england_plantagenet|gb_england_plantagenet|Plantagenet England|None|P|P|A|P|IA|IA|IA|IA|IA
1423|1425|Ashikaga Yoshikazu|Ashikaga Yoshimochi|jp_ashikaga|JpAshik|Ashikaga Shogunate|None|A|A|A|A|A|A|A|A|A
1423|1457|Francesco Foscari|Pasquale Malipiero|it_venetian_rep_3|ItVenR3|Republic of Venice III||A|A|A|P|A|A|A|A|A
1424|1425|Hongxi Emperor (Hung Hsi, Jen Tsung, Zhu Gaochi, Chu-Kao-chih)|Xuande Emperor (Hsuan Te, Hsuan Tsung, Zhu Zhanji)|cn_ming_dyn|CnMing*|Great Ming|None|P|A|A|A|A|A|A|A|A
1425|1428|Ashikaga Yoshimochi|Ashikaga Yoshinori|jp_ashikaga|JpAshik|Ashikaga Shogunate|None|A|A|A|A|A|A|A|A|A
1425|1429|Barom Racha/Gamkhat Ramadhapati|Thommo-Soccorach/Dharmasoka|kh_angkor_3|KhAngkL|Late Angkor|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1425|1432|Jamal ad-Din II|Badlay|so_adal_sultanate|so_adal_sultanate|Adal Sultanate||P|P|U|IP|IP|IA|IA|IA|IA
1425|1433|Adai|Tayisung|mn_mongol_late|MnMongL|Late Mongols||||||||||
1425|1435|Xuande Emperor (Hsuan Te, Hsuan Tsung, Zhu Zhanji)|Zhengtong Emperor (Cheng T’ung, Ying Tsung, Zhu Qizhen, Yingzong)|cn_ming_dyn|CnMing*|Great Ming|None|A|A|A|A|A|A|A|A|A
1425|1460|Girra|Addio|et_kaffa_k|et_kaffa_k|Kingdom of Kaffa||SU|SU|SU|SU|SU|SU|SU|SU|SU
1425|1462|Vasily II the Blind|Ivan III the Great|ru_moskva_mongolian_period|ru_moskva_mongolian_period|Grand Principality of Moscow, Mongolian period|The Muscovite Civil War, or Great Feudal War|P|P|P|P|A|A|A|P|A
1427|1440|Itzcoatl|Moctezuma I|mx_aztec_emp|MxAztec|Aztec Empire|None|A|A|A|A|A|A|A|A|A
1428|1433|Ulugh Muḥammad|Sayyid Aḥmad I|ru_golden_horde|ru_golden_horde|Golden Horde|None|SU|SU|A|SU|SU|IA|IA|SU|SU
1428|1453|Jam Juna II|Jam Sikander II|pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||A|A|A|A|A|A|P|A
1429|1431|Thommo-Soccorach/Dharmasoka|Ponha Yat/Gam Yat|kh_angkor_3|KhAngkL|Late Angkor|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1429|1441|Ashikaga Yoshinori|Ashikaga Yoshikatsu|jp_ashikaga|JpAshik|Ashikaga Shogunate|None|P|P|P|P|A|A|A|A|A
1429|1447|Suhita|Kertawijaya|id_majapahit_k|IdMajap|Majapahit Kingdom||A|A|A|A|A|A|A|IP|IP
1430|1430|Indiryas|Hizba Nagn|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||P|SU|A|P|IA|A|IA|SU|IP
1430|1433|Hizba Nagn|Mihrka Nagn|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||P|IA|IA|P|IA|A|IA|IP|U
1430|1450|Nyatsimba Mutota|Matope Nyanhehwe Nebedza|zi_mutapa|zi_mutapa|Mutapa||||||||||
1431|1447|Eugenius IV (Gabriele Condulmer)|Nicholas V (Tommaso Parentucelli)|it_papal_state_2|ItPapRn|Papal States - Renaissance Period|None|P|P|A|P|A|A|A|A|A
1432|1433|Shams al-Din Ahmad Shah||bd_bengal_sultanate|BdBengl|Bengal Sultanate|||A|A|A|A|P|A|A|A
1432|1433|Uthman III Kaliwama|Dunama III|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1432|1445|Badlay|Muhammad ibn Badlay|so_adal_sultanate|so_adal_sultanate|Adal Sultanate||IA|P|A|IA|IA|IA|IA|P|IA
1433|1434|Mihrka Nagn|Badl Nagn|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||P|IA|A|P|IA|A|IA|IP|U
1433|1435|Sayyid Aḥmad I|Küchük Muḥammad|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|P|A|A|P|A|P|A|A
1433|1435|Dunama III|Abdullah III Dakumuni|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1433|1453|Tayisung|Esen|mn_mongol_late|MnMongL|Late Mongols||A|A||P|A|A|A|A|A
1433|1459|Nasir al-Din Mahmud I|Rukn al-Din Barbak Shah|bd_bengal_sultanate|BdBengl|Bengal Sultanate|||A|A|A|A|A|A|P|A
1434|1434|Badl Nagn|Zara Yaqob|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||P|P|IA|P|IA|A|IA|IP|U
1434|1444|Władysław III of Poland|Interregnum|pl_jagiellonian_dyn|PlPoLit|Poland-Lithuania Kingdom||A|A|A|A|A|A|A|A|A
1434|1445|Muhammad IV|Alam Shah|in_delhi_sultanate|InDelh*|Delhi Sultanate|None|P|IP|IP|P|P|A|A|A|A
1434|1468|Zara Yaqob|Baeda Maryam|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||IA|A|IA|IP|A|A|A|IA|IA
1435|1442|Abdullah III Dakumuni|Ibrahim II|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1435|1449|Zhengtong Emperor (Cheng T’ung, Ying Tsung, Zhu Qizhen, Yingzong)|Jingtai Emperor (Ching T’ai, Ching Ti, Zhu Qiyu)|cn_ming_dyn|CnMing*|Great Ming|None|A|P|A|A|A|A|A|A|P
1435|1459|Küchük Muḥammad|Maḥmūd|ru_golden_horde|ru_golden_horde|Golden Horde|None|P|A|A|A|P|A|A|P|A
1437|1439|Albert (Albrecht Habsburský)|Interregnum|cz_bohemian_k_2|cz_bohemian_k_2|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|None|P|A|A|P|A|A|A|A|A
1437|1439|Albert II of Habsburg|Vladislaus I|hu_later_dyn|hu_later_dyn|Hungary Kingdom - Anjou and Later Dynasties||P|P|A|P|A|A|A|A|A
1437|1440|Albert II of Habsburg|Frederick III Habsburg|de_empire_3|de_empire_3|Holy Roman Empire - Fragmented Period|None|A|A|A|A|A|A|A|A|A
1438|1452|Abdulahi Burja|Dakauta|ni_hausa_k|ni_hausa_k|Hausa bakwai||P|P|IA|IP|IA|IA|IA|IA|IA
1438|1453|Al-Zahir Jaqmaq|Al-Ashraf Inal|eg_mamluk_sultanate_3|EgMamBu|Egypt - Mamluk Sultanate III|None|P|P|A|P|P|A|A|A|A
1438|1471|Pachacuti|Túpac Inca Yupanqui|pe_inca_emp|PeInca*|Inca Empire|None|P|SU|SU|SU|SU|SU|SU|SU|SU
1440|1444|Vladislaus I|Ladislaus Postumus|hu_later_dyn|hu_later_dyn|Hungary Kingdom - Anjou and Later Dynasties||P|A|A|A|A|A|A|A|P
1440|1445|Aholuho Adja|De Nufion|ni_allada_k|ni_allada_k|Allada||||||||||
1440|1450|Leeyti Tyukuli|N’Dyelen Mbey Leeyti|se_jolof_emp|se_jolof_emp|Jolof Empire||||||||||
1440|1450|Segarajasekaran VI|Sri Singhabodhi Buvanekavahu|sl_jaffa_k|sl_jaffa_k|Jaffna||A|A|A|A|A|A|A|P|P
1440|1453|Interregnum|Ladislaus the Posthumous (Ladislav Pohrobek)|cz_bohemian_k_2|cz_bohemian_k_2|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|None|A|A|A|A|A|A|A|A|A
1440|1469|Moctezuma I|Axayacatl|mx_aztec_emp|MxAztec|Aztec Empire|None|A|A|A|A|A|A|A|A|A
1440|1470|Frederick II|Albrecht III Achilles|de_hohenzollern_1|de_brandenburg_1|Electorate of Brandenburg||A|A|A|A|A|A|A|A|A
1440|1473|Ewaure|Ezoti|ni_benin_emp|ni_benin_emp|Benin Empire||IP|A|A|IP|IA|IA|IA|IA|IA
1442|1443|Ashikaga Yoshikatsu|Ashikaga Yoshimasa|jp_ashikaga|JpAshik|Ashikaga Shogunate|None|A|A|A|A|A|A|A|A|A
1442|1450|Ibrahim II|Kadai|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1442|1454|Ismā‘īl b. al-Ḥusayn b. Sulaymān|Muḥammad b. al-Ḥusayn b. Muḥammad b. Sulayman, al-Maẓlūm|tz_tana|tz_tana|Classic Tana||A|A|A|A|A|A|A|A|A
1444|1447|Interregnum|Casimir IV Jagiellon|pl_jagiellonian_dyn|PlPoLit|Poland-Lithuania Kingdom||A|A|A|A|A|A|A|A|A
1444|1458|Ladislaus Postumus|Matthias Corvinus|hu_later_dyn|hu_later_dyn|Hungary Kingdom - Anjou and Later Dynasties||P|A|A|P|A|A|A|A|A
1445|1450|De Nufion|Djidomingba|ni_allada_k|ni_allada_k|Allada||||||||||
1445|1451|Alam Shah|Bahol Lodi|in_delhi_sultanate|InDelh*|Delhi Sultanate|Afghanistan (Lodis)-India (Delhi), 1451|P|P|A|A|A|A|A|P|A
1445|1471|Muhammad ibn Badlay|Ibrahim I|so_adal_sultanate|so_adal_sultanate|Adal Sultanate||||||||||
1447|1449|Ulugh Beg|Abdal-Latif|uz_timurid_emp|UzTimur|Timurid Empire|Second Timurid war of succession|P|P|P|P|P|A|IA|IA|IA
1447|1451|Kertawijaya|Rajasawardhana|id_majapahit_k|IdMajap|Majapahit Kingdom||A|A|A|A|A|A|A|IP|IP
1447|1455|Nicholas V (Tommaso Parentucelli)|Calixtus III (Alfonso de Borja) (Borgia)|it_papal_state_2|ItPapRn|Papal States - Renaissance Period|None|P|A|A|P|A|A|A|A|A
1447|1474|Tembo|Kiggala|ug_buganda_k_1|Early Buganda copy|Buganda||IA|IA|IA|IA|IA|IA|IA|IA|IA
1447|1492|Casimir IV Jagiellon|John I Albert / Alexander Jagiellon|pl_jagiellonian_dyn|PlPoLit|Poland-Lithuania Kingdom||A|A|A|A|A|A|A|A|A
1449|1450|Abdal-Latif|Abdullah Mirza|uz_timurid_emp|UzTimur|Timurid Empire|Second Timurid war of succession|P|P|P|P|IA|A|IA|IA|IA
1449|1457|Jingtai Emperor (Ching T’ai, Ching Ti, Zhu Qiyu)|Tianshun Emperor (Cheng T’ung, Ying Tsung, Zhu Qizhen, Yingzong, formerly Zhengtong)|cn_ming_dyn|CnMing*|Great Ming|None|P|P|DIS|P|P|A|A|A|A
1449|1473|Ashikaga Yoshimasa|Ashikaga Yoshihisa|jp_ashikaga|JpAshik|Ashikaga Shogunate|Ōnin War|P|A|A|P|A|A|A|A|A
1450|1451|Kadai|Ahmad Dunama IV|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1450|1451|Abdullah Mirza|Abu Sa'id Mirza|uz_timurid_emp|UzTimur|Timurid Empire|Second Timurid war of succession|P|P|P|P|P|A|IA|IA|IA
1450|1458|Djidomingba|Dassu|ni_allada_k|ni_allada_k|Allada||||||||||
1450|1465|N’Dyelen Mbey Leeyti|Pirayma N’Dyeme Eter|se_jolof_emp|se_jolof_emp|Jolof Empire||||||||||
1450|1467|Sri Singhabodhi Buvanekavahu|Vijayavahu|sl_jaffa_k|sl_jaffa_k|Jaffna||P|P|A|IA|IA|IA|IA|A|P
1450|1470|Kalaunuiohua|Kuaiwa|us_hawaii_2|Hawaii2|Hawaii II|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1450|1475|Nkuba|Nyaika|ug_nkore_k_1|Early Nkore|Nkore||||||||||
1450|1480|Matope Nyanhehwe Nebedza|Mavura Maobwe|zi_mutapa|zi_mutapa|Mutapa||||||||||
1451|1453|Rajasawardhana|Girishawardhana|id_majapahit_k|IdMajap|Majapahit Kingdom||A|A|A|A|A|A|A|IP|A
1451|1455|Ahmad Dunama IV|Muhammad II|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1451|1469|Abu Sa'id Mirza|Uzun Hasan|uz_timurid_emp|UzTimur|Timurid Empire|Battle of Qarabagh , Third Timurid war of succession|P|P|P|IA|P|A|IA|P|IA
1451|1481|Mehmed II|Bayezit II|tr_ottoman_emp_1|TrOttm2|Ottoman Empire I|None|P|A|A|P|A|A|A|A|A
1451|1489|Bahol Lodi|Sikandar Lodi|in_delhi_sultanate|InDelh*|Delhi Sultanate|None|P|A|A|A|A|A|A|A|A
1452|1452|Dakauta|Yakubu|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1452|1463|Yakubu|Mohamma Rimfa|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1453|1454|Jam Sikander II|Jam Sanjar|pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||A|A|P|A|A|A|A|A
1453|1454|Esen|Markörgis|mn_mongol_late|MnMongL|Late Mongols||P|P|P|||||A|A
1453|1457|Ladislaus the Posthumous (Ladislav Pohrobek)|George of Podebrady (Jiří z Poděbrad)|cz_bohemian_k_2|cz_bohemian_k_2|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|None|A|A|A|A|A|A|A|A|A
1453|1461|Al-Ashraf Inal|Al-Zahir Khushqadam|eg_mamluk_sultanate_3|EgMamBu|Egypt - Mamluk Sultanate III|None|P|A|A|P|A|A|A|A|A
1454|1455|Muḥammad b. al-Ḥusayn b. Muḥammad b. Sulayman, al-Maẓlūm|Aḥmad b. Sulaymān b. Muḥammad|tz_tana|tz_tana|Classic Tana||A|A|A|A|A|A|A|A|A
1454|1460|Az-Zafir Amir I bin Tahir|Al-Mujahid Ali bin Tahir|ye_tahirid_dyn|YeTahir|Yemen - Tahirid Dynasty||P|A|P|A|P|A|A|A|A
1454|1461|Jam Sanjar|Jam Nizam al-Din II|pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||A|A|A|A|A|A|A|A
1455|1456|Aḥmad b. Sulaymān b. Muḥammad|al-Ḥasan b. Ismā‘īl, al-Khaṭlb|tz_tana|tz_tana|Classic Tana||A|A|A|A|A|A|A|A|A
1455|1456|Muhammad II||ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1455|1458|Calixtus III (Alfonso de Borja) (Borgia)|Pius II (Aeneas Silvius Piccolomini)|it_papal_state_2|ItPapRn|Papal States - Renaissance Period|None|A|A|A|A|A|A|A|A|A
1455|1465|Markörgis|Mulan|mn_mongol_late|MnMongL|Late Mongols||A|A|P|P|A|A|A|A|A
1456|1456|Amir|Muhammad III|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1456|1456|Muhammad III|Ghaji|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1456|1461|Ghaji|Uthman IV|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1456|1466|al-Ḥasan b. Ismā‘īl, al-Khaṭlb|Sa‘īd b. al-Ḥusayn|tz_tana|tz_tana|Classic Tana||SU|SU|SU|SU|SU|SU|SU|SU|SU
1456|1466|Girishawardhana|Suraprabhawa|id_majapahit_k|IdMajap|Majapahit Kingdom||A|A|A|A|A|A|A|IP|A
1457|1462|Pasquale Malipiero|Cristoforo Moro|it_venetian_rep_3|ItVenR3|Republic of Venice III||A|A|A|A|A|A|A|A|A
1457|1464|Tianshun Emperor (Cheng T’ung, Ying Tsung, Zhu Qizhen, Yingzong, formerly Zhengtong)|Chenghua Emperor (Ch’eng Hua, Hsien Tsung, Zhu Jianshen)|cn_ming_dyn|CnMing*|Great Ming|None|A|A|A|A|A|A|A|A|A
1457|1478|Uzun Hasan|Ya'qub|ir_ak_koyunlu|IrAkKoy|Ak Koyunlu|None|P|IA|SU|P|P|A|A|A|A
1457|1493|Frederick III|Maximilian I|at_habsburg_1|at_habsburg_1|Austria - Habsburg Dynasty I|None|A|A|A|A|A|A|A|A|A
1458|1464|Pius II (Aeneas Silvius Piccolomini)|Paul II (Pietro Barbo)|it_papal_state_2|ItPapRn|Papal States - Renaissance Period|None|A|A|A|A|A|A|A|A|A
1458|1470|Dassu|Dassa|ni_allada_k|ni_allada_k|Allada||||||||||
1458|1471|George of Podebrady (Jiří z Poděbrad)|Matthias I (Matyáš I. Korvín)|cz_bohemian_k_2|cz_bohemian_k_2|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|None|P|A|A|A|P|A|A|P|A
1458|1490|Matthias Corvinus|Vladislaus II|hu_later_dyn|hu_later_dyn|Hungary Kingdom - Anjou and Later Dynasties||P|A|A|P|A|A|A|A|IP
1459|1474|Rukn al-Din Barbak Shah|Shams al-Din Yusuf Shah|bd_bengal_sultanate|BdBengl|Bengal Sultanate|||A|A|A|A|A|A|P|A
1460|1478|Al-Mujahid Ali bin Tahir|Al-Mansur Abd al-Wahhab bin Da'ud bin Tahir|ye_tahirid_dyn|YeTahir|Yemen - Tahirid Dynasty||P|A|A|P|P|A|A|A|A
1460|1495|Addio|Shadda|et_kaffa_k|et_kaffa_k|Kingdom of Kaffa||SU|SU|SU|SU|SU|SU|SU|SU|SU
1461|1466|Uthman IV|Umar II|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1461|1467|Al-Zahir Khushqadam|Al-Ashraf Qaitbay|eg_mamluk_sultanate_3|EgMamBu|Egypt - Mamluk Sultanate III|None|P|P|A|P|P|A|A|A|A
1461|1470|Edward IV|Henry VI|gb_england_plantagenet|gb_england_plantagenet|Plantagenet England|None|P|P|A|P|IA|IA|IA|IA|P
1461|1483|Louis XI|Charles VIII|fr_valois_k_2|FrValoL|French Kingdom - Late Valois|None|A|A|A|A|A|A|A|A|A
1461|1508|Jam Nizam al-Din II|Jam Firuz|pk_samma_dyn|PkSind2|Sind - Samma Dynasty|||A|A|A|A|A|A|A|A
1462|1471|Cristoforo Moro|Nicolò Tron|it_venetian_rep_3|ItVenR3|Republic of Venice III||A|A|A|A|A|A|A|A|A
1462|1505|Ivan III the Great|Vasily III|ru_moskva_rurik_dyn|RuMoskva|Grand Principality of Moscow, Rurikid Dynasty|None|A|A|A|A|A|A|A|A|A
1463|1499|Mohamma Rimfa|Abdulahi|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1464|1471|Paul II (Pietro Barbo)|Sixtus IV (Francesco della Rovere)|it_papal_state_2|ItPapRn|Papal States - Renaissance Period|None|A|A|A|A|A|A|A|A|A
1464|1487|Chenghua Emperor (Ch’eng Hua, Hsien Tsung, Zhu Jianshen)|Hongzhi Emperor (Hung Chih, Hsiao Tsung, Zhu Youcheng)|cn_ming_dyn|CnMing*|Great Ming|None|A|A|A|A|A|A|A|A|A
1465|1466|Mulan|no one|mn_mongol_late|MnMongL|Late Mongols||P|P|P|P|A|A|A|A|A
1465|1481|Pirayma N’Dyeme Eter|Tase Daagulen|se_jolof_emp|se_jolof_emp|Jolof Empire||||||||||
1465|1512|Eze Nri Anyamata|Eze Nri Fenenu|ni_nri_k|ni_nri_k|Ọ̀ràézè Ǹrì||||||||||
1466|1467|Umar II|Muhammad IV|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1466|1474|Suraprabhawa|Girindrawardhana|id_majapahit_k|IdMajap|Majapahit Kingdom||A|A|A|A|A|A|A|P|P
1466|1475|no one|Mandughulun|mn_mongol_late|MnMongL|Late Mongols||A|A|A|A|A|A|A|A|A
1466|1476|Sa‘īd b. al-Ḥusayn|Sulaymān b. Muḥammad b. al-Ḥusayn|tz_tana|tz_tana|Classic Tana||A|A|A|A|A|A|A|A|A
1467|1467|Vijayavahu|Segarajasekaran VI|sl_jaffa_k|sl_jaffa_k|Jaffna||IA|IA|P|P|A|A|A|A|A
1467|1472|Muhammad IV|Ali Ghajideni|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1467|1478|Segarajasekaran VI|Singhai Pararajasekaran|sl_jaffa_k|sl_jaffa_k|Jaffna||IA|IA|IA|IA|IA|IA|IA|IA|IA
1468|1478|Baeda Maryam|Eskender|et_ethiopian_k|EtEthiK|Ethiopia Kingdom||IA|IA|IP|IP|A|A|A|IA|IA
