variable_set|section|subsection|variable_name|polity_name|polity_new_ID|polity_old_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Valois|fr_valois_k_2|FrValoL|Louis XI|Charles VIII|A|A|A|A|A|A|A|A|A|None|1483|Confident|||False
Crisisdb|Power Transitions||Power Transition|Sind - Samma Dynasty|pk_samma_dyn|PkSind2|Jam Nizam al-Din II|Jam Firuz||A|A|A|A|A|A|A|A||1508|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Cristoforo Moro|Nicolò Tron|A|A|A|A|A|A|A|A|A||1471|Confident|||False
Crisisdb|Power Transitions||Power Transition|Grand Principality of Moscow, Rurikid Dynasty|ru_moskva_rurik_dyn|RuMoskva|Ivan III the Great|Vasily III|A|A|A|A|A|A|A|A|A|None|1505|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|ni_hausa_k|Mohamma Rimfa|Abdulahi|IA|IA|IA|IA|IA|IA|IA|IA|IA||1499|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Papal States - Renaissance Period|it_papal_state_2|ItPapRn|Paul II (Pietro Barbo)|Sixtus IV (Francesco della Rovere)|A|A|A|A|A|A|A|A|A|None|1471|Confident|||False
Crisisdb|Power Transitions||Power Transition|Great Ming|cn_ming_dyn|CnMing*|Chenghua Emperor (Ch’eng Hua, Hsien Tsung, Zhu Jianshen)|Hongzhi Emperor (Hung Chih, Hsiao Tsung, Zhu Youcheng)|A|A|A|A|A|A|A|A|A|None|1487|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Mongols|mn_mongol_late|MnMongL|Mulan|no one|P|P|P|P|A|A|A|A|A||1466|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Jolof Empire|se_jolof_emp|se_jolof_emp|Pirayma N’Dyeme Eter|Tase Daagulen|||||||||||1481|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ọ̀ràézè Ǹrì|ni_nri_k|ni_nri_k|Eze Nri Anyamata|Eze Nri Fenenu|||||||||||1512|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|ni_bornu_emp|Umar II|Muhammad IV|||||||||||1467|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Majapahit Kingdom|id_majapahit_k|IdMajap|Suraprabhawa|Girindrawardhana|A|A|A|A|A|A|A|P|P||1474|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Mongols|mn_mongol_late|MnMongL|no one|Mandughulun|A|A|A|A|A|A|A|A|A||1475|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|Sa‘īd b. al-Ḥusayn|Sulaymān b. Muḥammad b. al-Ḥusayn|A|A|A|A|A|A|A|A|A||1476|Confident|||False
Crisisdb|Power Transitions||Power Transition|Jaffna|sl_jaffa_k|sl_jaffa_k|Vijayavahu|Segarajasekaran VI|IA|IA|P|P|A|A|A|A|A||1467|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|ni_bornu_emp|Muhammad IV|Ali Ghajideni|||||||||||1472|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Jaffna|sl_jaffa_k|sl_jaffa_k|Segarajasekaran VI|Singhai Pararajasekaran|IA|IA|IA|IA|IA|IA|IA|IA|IA||1478|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|EtEthiK|Baeda Maryam|Eskender|IA|IA|IP|IP|A|A|A|IA|IA||1478|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|Al-Ashraf Qaitbay|Al-Nasir Muhammad IV|A|A|A|A|A|A|A|A|A|None|1496|Confident|||False
Crisisdb|Power Transitions||Power Transition|Aztec Empire|mx_aztec_emp|MxAztec|Axayacatl|Tizoc|A|A|A|A|A|A|A|A|A|None|1481|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|cz_bohemian_k_2|cz_bohemian_k_2|Matthias I (Matyáš I. Korvín)|Vladislaus II the Jagiellonian (Vladislav II. Jagellonský)|P|A|A|A|P|A|A|P|A|None|1490|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Plantagenet England|gb_england_plantagenet|gb_england_plantagenet|Henry VI|Edward IV|P|P|P|P|IA|IA|IA|IA|IA|None|1470|Confident|||False
Crisisdb|Power Transitions||Power Transition|Allada|ni_allada_k|ni_allada_k|Dassa|Adjakpa|||||||||||1475|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Plantagenet England|gb_england_plantagenet|gb_england_plantagenet|Edward IV|Edward V|P|A|A|P|IA|IA|IA|A|A|None|1483|Confident|||False
Crisisdb|Power Transitions||Power Transition|Electorate of Brandenburg|de_hohenzollern_1|de_brandenburg_1|Albrecht III Achilles|John Cicero|A|A|A|A|A|A|A|A|A||1486|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Adal Sultanate|so_adal_sultanate|so_adal_sultanate|Ibrahim I|Shah ud-Din|||||||||||1472|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Nicolò Tron|Nicolò Marcello|A|A|A|A|A|A|A|A|A||1473|Confident|||False
Crisisdb|Power Transitions||Power Transition|Papal States - Renaissance Period|it_papal_state_2|ItPapRn|Sixtus IV (Francesco della Rovere)|Innocent VIII (Giambattistata Cibo)|P|A|A|P|A|A|A|A|A|None|1484|Confident|||False
Crisisdb|Power Transitions||Power Transition|Inca Empire|pe_inca_emp|PeInca*|Túpac Inca Yupanqui|Huayna Capac|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|1493|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|cz_bohemian_k_2|cz_bohemian_k_2|Vladislaus II the Jagiellonian (Vladislav II. Jagellonský)|Louis the Jagiellonian (Ludvík Jagellonský)|A|A|A|A|A|A|A|A|A|None|1516|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Adal Sultanate|so_adal_sultanate|so_adal_sultanate|Shah ud-Din|Ibrahim II|||||||||||1487|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|ni_bornu_emp|Ali Ghajideni|Idris Katarkamabi|||||||||||1504|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Nicolò Marcello|Pietro Mocenigo|A|A|A|A|A|A|A|A|A||1474|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|ni_benin_emp|Ezoti|Olua|IP|A|IA|IP|IA|IA|IA|IA|IA||1477|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Pietro Mocenigo|Andrea Vendramin|A|A|A|A|A|A|A|A|A||1476|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bengal Sultanate|bd_bengal_sultanate|BdBengl|Shams al-Din Yusuf Shah|Sikandar||A|A|A|A|A|A|A|A||1481|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ashikaga Shogunate|jp_ashikaga|JpAshik|Ashikaga Yoshihisa|Ashikaga Yoshitane|A|A|A|A|A|A|A|A|A|Kaga Rebellion|1489|Confident|||False
Crisisdb|Power Transitions||Power Transition|Majapahit Kingdom|id_majapahit_k|IdMajap|Girindrawardhana|Demak Sultanate|A|A|A|A|A|P|A|P|P||1498|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Buganda|ug_buganda_k_1|Early Buganda copy|Kiggala|Kiyimbo|IA|IA|IA|IA|IA|IA|IA|IA|IA||1501|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Mongols|mn_mongol_late|MnMongL|Mandughulun|Bayan Möngke Bolqu Jinong|A|A|IA|IA|IA|IA|IA|A|A||1479|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Allada|ni_allada_k|ni_allada_k|Adjakpa|Yessu|||||||||||1490|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Nkore|ug_nkore_k_1|Early Nkore|Nyaika|Nyabugaro Ntare I|||||||||||1503|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|Sulaymān b. Muḥammad b. al-Ḥusayn|‘Abdallāh b. al-Ḥasan|SU|SU|SU|SU|SU|SU|SU|SU|SU||1477|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Andrea Vendramin|Giovanni Mocenigo|A|A|A|A|A|A|A|A|A||1478|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|‘Abdallāh b. al-Ḥasan|‘Alī b. al-Ḥasan|SU|SU|SU|SU|SU|SU|SU|SU|SU||1478|Confident|||False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|ni_benin_emp|Olua|Ozolua|IA|A|IA|IP|IA|IA|IA|IA|IA||1481|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|‘Alī b. al-Ḥasan|al-Ḥasan b. Sulaymān|A|A|A|A|A|A|A|A|A||1479|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Giovanni Mocenigo|Marco Barbarigo|A|A|A|A|A|A|A|A|A||1485|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|EtEthiK|Eskender|Amda Seyon II|P|IP|IP|P|P|A|A|IA|IA||1494|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Jaffna|sl_jaffa_k|sl_jaffa_k|Singhai Pararajasekaran|Sankili Segarajasekaran|P|A|A|P|A|A|A|A|A||1519|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|al-Ḥasan b. Sulaymān|Sabḥat b. Muḥammad b. Sulaymān|A|P|A|P|A|A|A|A|A||1485|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Mongols|mn_mongol_late|MnMongL|Bayan Möngke Bolqu Jinong|Batu Möngke Dayan|A|A|IA|IA|IA|IA|IA|A|A||1487|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|zi_mutapa|Mavura Maobwe|Nyahuma Mukombero|||||||||||1480|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|zi_mutapa|Nyahuma Mukombero|Changamire|||||||||||1490|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Torwa-Rozvi|zi_torwa_rozvi|zi_torwa_rozvi|Changamire I|Changamire II|||||||||||1494|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Aztec Empire|mx_aztec_emp|MxAztec|Tizoc|Ahuitzotl|P|A|IP|A|A|A|A|A|A|None|1486|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bengal Sultanate|bd_bengal_sultanate|BdBengl|Jalal al-Din Fath Shah|||A|A|A|A|A|A|A|A||1486|Confident|||False
Crisisdb|Power Transitions||Power Transition|Jolof Empire|se_jolof_emp|se_jolof_emp|Tase Daagulen|Birayma Kuran Kan|||||||||||1488|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|ni_benin_emp|Ozolua|Esigie|IA|IA|IA|IA|IA|IA|IA|IA|IA||1504|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ottoman Empire I|tr_ottoman_emp_1|TrOttm2|Bayezit II|Selim I, the Grim|P|P|A|P|P|A|A|A|A|None|1512|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bengal Sultanate|bd_bengal_sultanate|BdBengl|Sikandar |||A|A|P|A|A|A|A|A|||Confident|||False
Crisisdb|Power Transitions||Power Transition|Plantagenet England|gb_england_plantagenet|gb_england_plantagenet|Edward V|Richard III|P|P|A|P|IA|IA|IA|A|P|None|1483|Confident|||False
Crisisdb|Power Transitions||Power Transition|Plantagenet England|gb_england_plantagenet|gb_england_plantagenet|Richard III|Henry VII|P|P|P|P|IA|IA|IA|A|A|None|1485|Confident|||False
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Valois|fr_valois_k_2|FrValoL|Charles VIII|Louis XII|A|A|A|A|A|A|A|A|A|None|1498|Confident|||False
Crisisdb|Power Transitions||Power Transition|Papal States - Renaissance Period|it_papal_state_2|ItPapRn|Innocent VIII (Giambattistata Cibo)|Alexander VI (Borgia)|P|P|P|P|A|A|A|A|A|None|1492|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Marco Barbarigo|Agostino Barbarigo|A|A|A|A|A|A|A|A|A||1486|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|Sabḥat b. Muḥammad b. Sulaymān|al-Ḥasan b. Sulaymān|A|A|A|A|A|A|A|A|A||1489|Confident|||False
Crisisdb|Power Transitions||Power Transition|England Tudor-Stuart|gb_tudor_stuart|GBEnglK|Henry VII|Henry VIII|A|A|A|A|A|A|A|A|A|None|1509|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bengal Sultanate|bd_bengal_sultanate|BdBengl|Saif al-Din Firuz Shah|Shams al-Din Muzaffar Shah||P|P|A|A|A|A|A|A||1490|Confident|||False
Crisisdb|Power Transitions||Power Transition|Electorate of Brandenburg|de_hohenzollern_1|de_brandenburg_1|John Cicero|Joachim I Nestor|A|A|A|A|A|A|A|A|A||1499|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Agostino Barbarigo|Leonardo Loredan|A|A|A|A|A|A|A|A|A||1501|Confident|||False
Crisisdb|Power Transitions||Power Transition|Aztec Empire|mx_aztec_emp|MxAztec|Ahuitzotl|Moctezuma II|P|A|A|A|P|A|A|A|A|None|1502|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bengal Sultanate|bd_bengal_sultanate|BdBengl|Barbak Shah-zadah|||P|P|A|A|A|A|A|A|||Confident|||False
Crisisdb|Power Transitions||Power Transition|Adal Sultanate|so_adal_sultanate|so_adal_sultanate|Ibrahim II|Muhammad II|||||||||||1488|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Great Ming|cn_ming_dyn|CnMing*|Hongzhi Emperor (Hung Chih, Hsiao Tsung, Zhu Youcheng)|Zhengde Emperor (Cheng Te, Wu Tsung, Zhu Houzhao)|A|A|A|A|A|A|A|A|A|None|1505|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Mongols|mn_mongol_late|MnMongL|Batu Möngke Dayan|Bodi Alagh Khan|A|A|A|IA|IA|IA|IA|A|A||1524|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Jolof Empire|se_jolof_emp|se_jolof_emp|Birayma Kuran Kan|Bukaar Biye-Sungule|||||||||||1492|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Adal Sultanate|so_adal_sultanate|so_adal_sultanate|Muhammad II|Usurper 1|P|P|P|P|SU|IA|IA|IA|IA||1518|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|al-Ḥasan b. Sulaymān|Ibrāhīm b. Muḥammad|A|P|A|P|A|A|A|A|A||1490|Confident|||False
Crisisdb|Power Transitions||Power Transition|Delhi Sultanate|in_delhi_sultanate|InDelh*|Sikandar Lodi|Ibrahim Lodi|P|A|A|A|A|A|A|A|A|None|1517|Confident|||False
Crisisdb|Power Transitions||Power Transition|Yemen - Tahirid Dynasty|ye_tahirid_dyn|YeTahir|Al-Mansur Abd al-Wahhab bin Da'ud bin Tahir|Az-Zafir Amir II bin Abd al-Wahhab|P|A|A|P|P|A|A|A|A||1517|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ashikaga Shogunate|jp_ashikaga|JpAshik|Ashikaga Yoshitane|Ashikaga Yoshizumi|P|P|A|A|A|A|A|A|A|None|1493|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bengal Sultanate|bd_bengal_sultanate|BdBengl|Shams al-Din Muzaffar Shah|||P|P|A|A|A|A|A|A||1493|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|zi_mutapa|Changamire|Chikuyo Chisamarengu|||||||||||1494|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Allada|ni_allada_k|ni_allada_k|Yessu|Azoton|||||||||||1495|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|Ibrāhīm b. Muḥammad|Muḥammad b. Kiwāb|IP|P|A|P|A|A|A|A|A||1495|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Anjou and Later Dynasties|hu_later_dyn|hu_later_dyn|Vladislaus II|Louis II|A|A|A|A|A|A|A|A|A||1516|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Karagwe|tz_karagwe_k|Karagwe|Ntare I|Ruhinda II|||||||||||1520|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Papal States - Renaissance Period|it_papal_state_2|ItPapRn|Alexander VI (Borgia)|Julius II (Della Rovere)|P|A|A|P|A|A|A|A|A|None|1503|Confident|||False
Crisisdb|Power Transitions||Power Transition|Poland-Lithuania Kingdom|pl_jagiellonian_dyn|PlPoLit|John I Albert / Alexander Jagiellon|Sigismund I the Old|A|A|A|A|A|A|A|A|A||1506|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Jolof Empire|se_jolof_emp|se_jolof_emp|Bukaar Biye-Sungule|Birayma Dyeme-Kumba|||||||||||1527|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|se_saloum_k|Mbégan Ndour|Guiranokhap Ndong|IA|IA|IA|IA|IA|IA|IA|IA|IA||1513|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bengal Sultanate|bd_bengal_sultanate|BdBengl|Ala al-Din Husain Shah|Nasir al-Din Nusrat Shah||P|P|A|A|A|A|P|A||1519|Confident|||False
Crisisdb|Power Transitions||Power Transition|Austria - Habsburg Dynasty I|at_habsburg_1|at_habsburg_1|Maximilian I|Charles I|A|A|A|A|A|A|A|A|A|None|1519|Confident|||False
Crisisdb|Power Transitions||Power Transition|Inca Empire|pe_inca_emp|PeInca*|Huayna Capac|Huáscar|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|1527|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|EtEthiK|Amda Seyon II|Na'od|P|P|SU|P|P|A|IP|IA|IA||1494|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|EtEthiK|Na'od|Lebna Dengel|IP|IP|A|IP|A|A|A|P|IA||1508|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Torwa-Rozvi|zi_torwa_rozvi|zi_torwa_rozvi|Changamire II|unknown|||||||||||1530|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|zi_mutapa|Chikuyo Chisamarengu|Neshangwe Munembire|||||||||||1530|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Allada|ni_allada_k|ni_allada_k|Azoton|Yessu|||||||||||1498|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|Muḥammad b. Kiwāb|Fuḍayl b. Sulaymān|P|A|A|P|A|A|A|A|A||1499|Confident|||False
Crisisdb|Power Transitions||Power Transition|Portuguese Empire - Renaissance Period|pt_portuguese_emp_1|pt_portuguese_emp_1|Manuel I, the Fortunate|João III|A|A|A|A|A|A|A|A|A||1521|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Kaffa|et_kaffa_k|et_kaffa_k|Shadda|Madi Gafo|SU|SU|SU|SU|SU|SU|SU|SU|SU||1530|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|Al-Nasir Muhammad IV|Al-Zahir Qansuh I|P|P|P|A|P|A|A|A|A|None|1498|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|Al-Zahir Qansuh I|Al-Ashraf Qansuh II|P|P|P|P|P|A|A|A|A|None|1500|Confident|||False
Crisisdb|Power Transitions||Power Transition|Allada|ni_allada_k|ni_allada_k|Yessu|Akonde|||||||||||1510|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Valois|fr_valois_k_2|FrValoL|Louis XII|Francis I|A|A|A|A|A|A|A|A|A|None|1515|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|ni_hausa_k|Abdulahi|Mohamma Kisoki|IA|IA|IA|IA|IA|IA|IA|IA|IA||1509|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Electorate of Brandenburg|de_hohenzollern_1|de_brandenburg_1|Joachim I Nestor|Joachim II Hector|A|A|A|A|A|A|A|A|A||1535|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|Fuḍayl b. Sulaymān|end of our polity dates|SU|||||||||||Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|Al-Ashraf Qansuh II|Al-Ashraf Tumanbay II|P|P|P|P|P|A|A|P|A|Battle of Marj Dabiq, Ottoman-Mamluk war|1516|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of Venice III|it_venetian_rep_3|ItVenR3|Leonardo Loredan|Antonio Grimani|A|A|A|A|A|A|A|A|A||1521|Confident|||False
Crisisdb|Power Transitions||Power Transition|Safavid Empire|ir_safavid_emp|IrSafvd|Ismail I|Tahmasp I|P|IA|A|P|P|A|A|A|A|None|1524|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buganda|ug_buganda_k_1|Early Buganda copy|Kiyimbo|Kayima|IA|IA|IA|IA|IA|IA|IA|IA|IA||1528|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Akan - Pre-Ashanti|gh_akan|GhAshnE|||SU|SU|SU|SU|SU|SU|SU|SU|SU|||Confident|||False
Crisisdb|Power Transitions||Power Transition|Aztec Empire|mx_aztec_emp|MxAztec|Moctezuma II|Cuauhtémoc|P|A|P|A|A|A|A|P|P|Spanish Invasion|1520|Confident|||False
Crisisdb|Power Transitions||Power Transition|Papal States - Renaissance Period|it_papal_state_2|ItPapRn|Julius II (Della Rovere)|Leo X (Medici)|P|A|A|P|A|A|A|A|A|None|1513|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nkore|ug_nkore_k_1|Early Nkore|Nyabugaro Ntare I|Rushango|||||||||||1531|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|ni_bornu_emp|Idris Katarkamabi|Muhammad V Aminami|||||||||||1526|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Funj Sultanate|et_funj_sultanate|et_funj_sultanate|Amara Dunqas|Nayil|SU|SU|SU|SU|SU|SU|SU|SU|SU||1534|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|ni_benin_emp|Esigie|Orhogbua|IA|IA|IA|IA|IA|IA|IA|IA|IA||1550|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Great Ming|cn_ming_dyn|CnMing*|Zhengde Emperor (Cheng Te, Wu Tsung, Zhu Houzhao)|Jiajing Emperor (Chia Ching, Sheh Tsung, Zhu Houcong)|A|A|A|A|A|A|A|A|A|None|1521|Confident|||False
Crisisdb|Power Transitions||Power Transition|Grand Principality of Moscow, Rurikid Dynasty|ru_moskva_rurik_dyn|RuMoskva|Vasily III|Ivan IV the Terrible|A|A|A|A|A|A|A|A|A|None|1533|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Spanish Empire I|es_spanish_emp_1|EsHabsb|Philip I|Charles I|A|A|A|A|A|A|A|A|A||1516|Confident|||False
Crisisdb|Power Transitions||Power Transition|Poland-Lithuania Kingdom|pl_jagiellonian_dyn|PlPoLit|Sigismund I the Old|Sigismund II Augustus|A|A|A|A|A|A|A|A|A||1548|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Sind - Samma Dynasty|pk_samma_dyn|PkSind2|Jam Firuz|Jam Salah-ah-Din||A|A|A|A|A|A|A|A||1512|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom|et_ethiopian_k|EtEthiK|Lebna Dengel|Galawdewos|P|IP|IA|IA|IA|A|A|P|P|Ethiopian-Adal War|1540|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|England Tudor-Stuart|gb_tudor_stuart|GBEnglK|Henry VIII|Edward VI|A|A|A|A|A|A|A|A|A|None|1547|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|ni_hausa_k|Mohamma Kisoki|Yakufu|P|P|A|P|IA|IA|IA|IA|IA||1565|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Allada|ni_allada_k|ni_allada_k|Akonde|Amamu|||||||||||1520|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Sind - Samma Dynasty|pk_samma_dyn|PkSind2|Jam Salah-ah-Din|Jam Firuz||A|A|P|A|A|A|A|A||1513|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ottoman Empire II|tr_ottoman_emp_2|TrOttm3|Selim I, the Grim|Suleyman I, the Magnificent|P|A|A|A|A|P|A|A|A|Celali Revolt|1520|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ọ̀ràézè Ǹrì|ni_nri_k|ni_nri_k|Eze Nri Fenenu|Eze Nri Agu|A|A|A|A|A|A|A|A|A||1583|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Sind - Samma Dynasty|pk_samma_dyn|PkSind2|Jam Firuz|end of polity ||P|A|A|A|A|A|A|A||1520|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|se_saloum_k|Guiranokhap Ndong|Latmingué Diélèn Ndiaye|IA|IA|IA|IA|IA|IA|IA|IA|IA||1520|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Papal States - Renaissance Period|it_papal_state_2|ItPapRn|Leo X (Medici)|Adrian VI (Dedel)|A|A|A|A|A|A|A|A|A|None|1521|Confident|||False
Crisisdb|Power Transitions||Power Transition|Denyanke Kingdom|se_great_fulo_emp|se_great_fulo_emp|Dengela Koli I|Dengela Koli II|||||||||||1535|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|French Kingdom - Late Valois|fr_valois_k_2|FrValoL|Francis I|Henry II|A|A|A|A|A|A|A|A|A|None|1547|Confident|||False
Crisisdb|Power Transitions||Power Transition|Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|Al-Ashraf Tumanbay II|End of Mamluk Sultanate|P|P|P|P|P|A|A|P|A|Ottoman-Mamluk war|1517|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Bohemia - Luxembourgian and Jagiellonian Dynasty|cz_bohemian_k_2|cz_bohemian_k_2|Louis the Jagiellonian (Ludvík Jagellonský)|Ferdinand I|P|A|P|A|A|A|A|P|A|None|1526|Confident|False|False|False
