SourcePolityLongName,SuccessorPolityLongName,SourcePolityID,SuccessorPolityID,SuccessionType,Rationale,Citation,ChainOfThought,ModelID,ModelFingerprint,ModelTimestamp
Kingdom of Georgia III,,ge_georgia_k_3,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Gomma,,et_gomma_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Gumma,,et_gumma_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Hawaii - Kamehameha Period,Kingdom of Hawaii - Post-Kamehameha Period,us_kamehameha_k,us_hawaii_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Hawaii - Post-Kamehameha Period,Us Reconstruction-Progressive,us_hawaii_k,us_united_states_of_america_reconstruction,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Italy,,it_italian_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Jerusalem I,Ayyubid Sultanate,il_jerusalem_k_1,eg_ayyubid_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Jerusalem I,Kingdom of Jerusalem II,il_jerusalem_k_1,il_jerusalem_k_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Jerusalem II,Egypt - Mamluk Sultanate I,il_jerusalem_k_2,eg_mamluk_sultanate_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Jimma,,et_jimma_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Jolof,Napoleonic France,se_jolof_k,fr_france_napoleonic,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Kaffa,,et_kaffa_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Khotan,Kara-Khanids,cn_khotan_k,kg_kara_khanid_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Lunda,,cg_lunda_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Lydia,Achaemenid Empire,tr_lydia_k,ir_achaemenid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Mysore,British East India Company,in_mysore_k,in_east_india_co,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Naples,Crown of Aragon,it_naples_k,es_aragon_crown,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Norway - Modern,Nazi Germany,no_norway_k_modern,de_ns_germany,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Norway I,Kingdom of Norway II,no_norway_k_1,no_norway_k_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Norway II,Kalmar Union,no_norway_k_2,sv_kalmar_union,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Nyinginya,Germany - Hohenzollern Dynasty,Early Niynginya,de_hohenzollern_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Portugal,Portuguese Empire - Renaissance Period,pt_portugal_k,pt_portuguese_emp_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Saba and Dhu Raydan,,ye_saba_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Saloum,Napoleonic France,se_saloum_k,fr_france_napoleonic,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Scotland,British Empire I,gb_scotland_k,gb_british_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kingdom of Sicily - Hohenstaufen and Angevin dynasties,Kingdom of Naples,it_sicily_k_2,it_naples_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of Sicily - Hohenstaufen and Angevin dynasties,Crown of Aragon,it_sicily_k_2,es_aragon_crown,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of Sine,Modern France I,se_sine_k,fr_france_modern_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of Sweden,,sv_sweden_k_modern,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of Sweden I,Kalmar Union,sv_swedish_k_1,sv_kalmar_union,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of Sweden II,Swedish Empire,sv_swedish_k_2,sv_swedish_emp,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of Waalo,Napoleonic France,se_waalo_k,fr_france_napoleonic,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of the Burgundians,Early Merovingian,fr_burgundian_k,fr_merovingian_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of the Gepids,Avar Khaganate,rs_gepid_k,hu_avar_khaganate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of the Gepids,Lombard Kingdom,rs_gepid_k,it_lombard_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of the Huns,Kingdom of the Gepids,hu_hun_k,rs_gepid_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of the Huns,Ostrogothic Kingdom,hu_hun_k,it_ostrogoth_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of the Suebi,Visigothic Kingdom,pt_suebi_k,es_visigothic_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kingdom of the Two Sicilies,Kingdom of Italy,it_two_sicilies_k,it_italian_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Koktepe I,,uz_koktepe_1,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Koktepe II,Achaemenid Empire,uz_koktepe_2,ir_achaemenid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Konya Plain - Ceramic Neolithic,Konya Plain - Late Neolithic,tr_konya_mnl,tr_konya_lnl,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Konya Plain - Early Bronze Age,Middle Bronze Age in Central Anatolia,tr_konya_eba,tr_central_anatolia_mba,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Konya Plain - Early Chalcolithic,Konya Plain - Late Chalcolithic,tr_konya_eca,tr_konya_lca,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Konya Plain - Early Neolithic,Konya Plain - Ceramic Neolithic,tr_konya_enl,tr_konya_mnl,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Konya Plain - Late Bronze Age II,Hatti - New Kingdom,tr_konya_lba,tr_hatti_new_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Konya Plain - Late Chalcolithic,Konya Plain - Early Bronze Age,tr_konya_lca,tr_konya_eba,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Konya Plain - Late Neolithic,Konya Plain - Early Chalcolithic,tr_konya_lnl,tr_konya_eca,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kushan Empire,Gupta Empire,af_kushan_emp,in_gupta_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kushan Empire,Sasanid Empire I,af_kushan_emp,ir_sassanid_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kushan Empire,Kidarite Kingdom,af_kushan_emp,af_kidarite_k,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kwararafa,Wukari Federation,ni_kwararafa,ni_wukari_fed,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Kwararafa,Sokoto Caliphate,ni_kwararafa,ni_sokoto_cal,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
La Mula-Sarigua,Early Greater Coclé,pa_la_mula_sarigua,pa_cocle_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
La Tene A-B1,La Tene B2-C1,fr_la_tene_a_b1,fr_la_tene_b2_c1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
La Tene B2-C1,La Tene C2-D,fr_la_tene_b2_c1,fr_la_tene_c2_d,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
La Tene C2-D,Roman Empire - Principate,fr_la_tene_c2_d,it_roman_principate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Lakhmid Kigdom,Sasanid Empire II,iq_lakhmid_k,ir_sassanid_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Lan Xang Kingdom,,la_lan_xang_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late A'chik,,in_achik_2,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Angkor,Khmer Kingdom,kh_angkor_3,kh_khmer_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Cappadocia,Roman Empire - Principate,tr_cappadocia_2,it_roman_principate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Classic Tikal,Terminal Classic Tikal,gt_tikal_late_classic,gt_tikal_terminal_classic,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Dutch Empire,Nazi Germany,nl_dutch_emp_2,de_ns_germany,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Dutch Empire,Republic of Indonesia,nl_dutch_emp_2,id_indonesian_rep,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late East Africa Iron Age,Classic Tana,tz_east_africa_ia_2,tz_tana,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Formative Basin of Mexico,Terminal Formative Basin of Mexico,mx_basin_of_mexico_5,mx_basin_of_mexico_6,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Formative Titicaca Basin,Early Tiwanaku,bo_titicaca_late_formative,bo_tiwanaku_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Formative Yoruba,Classical Ife,ni_formative_yoruba,ni_yoruba_classic,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Greater Coclé,Spanish Empire I,pa_cocle_3,es_spanish_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Illinois Confederation,Antebellum US,us_late_illinois_confederation,us_antebellum,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Mongols,Early Qing,mn_mongol_late,cn_qing_dyn_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Mongols,Zungharian Empire,mn_mongol_late,mn_zungharian_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Pallava Empire,Chola Empire,in_pallava_emp_2,in_chola_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Qing,Republic of China,cn_qing_dyn_2,cn_chinese_rep,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Roman Republic,Roman Empire - Principate,it_roman_rep_3,it_roman_principate,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Shang,Western Zhou,cn_late_shang_dyn,cn_western_zhou_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Tiwanaku,Titicaca Basin - Early Pacajes phase,bo_tiwanaku_2,bo_titicaca_early_pacajes,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late United Mexican States,,mx_mexico_2,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Xiongnu,Eastern Han Empire,mn_hunnu_late,cn_eastern_han_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Late Xiongnu,Xianbei Confederation,mn_hunnu_late,mn_xianbei,population replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Later Qin Kingdom,Eastern Jin Dynasty,cn_later_qin_dyn,cn_eastern_jin_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Later Wagadu Empire,,mr_wagadu_3,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Later Yan Kingdom,Northern Wei,cn_later_yan_dyn,cn_northern_wei_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Later Yan Kingdom,Eastern Jin Dynasty,cn_later_yan_dyn,cn_eastern_jin_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Latin Empire,,tr_latin_emp,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Latium - Bronze Age,Latium - Iron Age,it_latium_ba,it_latium_ia,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Latium - Copper Age,Latium - Bronze Age,it_latium_ca,it_latium_ba,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Latium - Iron Age,Roman Kingdom,it_latium_ia,it_roman_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Lavo Kingdom I,Lavo Kingdom II,th_lavo_k_1,th_lavo_k_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Lavo Kingdom II,,th_lavo_k_2,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Leon,Kingdom of Portugal,es_leon_k,pt_portugal_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Leon,Castile Kingdom,es_leon_k,es_castile_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Leon & Castille,Spanish Empire II,es_leon_castille,es_spanish_emp_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Lohara Dynasty,,in_lohara_dyn,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Lombard Kingdom,Carolingian Empire I,it_lombard_k,fr_carolingian_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Longshan,Erlitou,cn_longshan,cn_erlitou,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Loulan-Shanshan kingdom,Northern Wei,cn_loulan_shanshan_k,cn_northern_wei_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Lysimachus Kingdom,Seleucid Empire,tr_lysimachus_k,ir_seleucid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Macedonian Empire,Seleucid Empire,gr_macedonian_emp,ir_seleucid_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Macedonian Empire,Ptolemaic Kingdom I,gr_macedonian_emp,eg_ptolemaic_k_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Macedonian Empire,Antigonid Dynasty,gr_macedonian_emp,gr_antigonid_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Macedonian Empire,Lysimachus Kingdom,gr_macedonian_emp,tr_lysimachus_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Magadha,Harsha's Empire,in_magadha_k,in_harsha_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Magadha - Kanva Dynasty,Satavahana Empire,in_kanva_dyn,in_satavahana_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Magadha - Maurya Empire,Magadha - Sunga Empire,in_mauryan_emp,in_sunga_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Magadha - Nanda Dynasty,Magadha - Maurya Empire,in_nanda_dyn,in_mauryan_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Magadha - Sunga Empire,Magadha - Kanva Dynasty,in_sunga_emp,in_kanva_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mahajanapada era,Magadha - Maurya Empire,in_mahajanapada,in_mauryan_emp,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Maitraka Dynasty,Gurjar-Pratihara Dynasty,in_maitraka_dyn,in_gurjara_pratihara_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Majapahit Kingdom,,id_majapahit_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Majeerteen Sultanate,Kingdom of Italy,so_majeerteen_sultanate,it_italian_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Makuria Kingdom I,Makuria Kingdom II,sd_makuria_k_1,sd_makuria_k_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Makuria Kingdom II,Makuria Kingdom III,sd_makuria_k_2,sd_makuria_k_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Makuria Kingdom III,,sd_makuria_k_3,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Malacca Sultanate,Portuguese Empire - Renaissance Period,my_malacca_sultanate,pt_portuguese_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Malacca Sultanate,,my_malacca_sultanate_22222,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mali Empire,Songhai Empire,ml_mali_emp,ml_songhai_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mali Empire,Jolof Empire,ml_mali_emp,se_jolof_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mane,Early Modern Sierra Leone,si_mane_emp,si_early_modern_interior,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Maratha Empire,British East India Company,in_maratha_emp,in_east_india_co,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Maravi Empire,British Empire II,mw_maravi_emp,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Marinid Dynasty,Wattasid,ma_marinid_dyn,ma_wattasid_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mataram Sultanate,,id_mataram_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Maukhari Dynasty,Harsha's Empire,in_maukhari_dyn,in_harsha_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mauretania,Roman Empire - Principate,ma_mauretania,it_roman_principate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Medang Kingdom,Kediri Kingdom,id_medang_k,id_kediri_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Median Persian Empire,Achaemenid Empire,ir_median_emp,ir_achaemenid_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Medri Bahri,Kingdom of Italy,er_medri_bahri,it_italian_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Meroe,,sd_meroe,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle Assyrian Empire,Neo-Assyrian Empire,iq_middle_assyrian_emp,iq_neo_assyrian_emp,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
