NGA|Polity|Section|Subsection|Variable|Value.From|Value.To|Date.From|Date.To|Fact.Type|Value.Note|Date.Note
Susiana|IrPart1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|inferred present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Susiana|IrPart1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Southern Mesopotamia|IrPart2|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|inferred present||||simple|simple|
Southern Mesopotamia|IrPart2|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|inferred present||||simple|simple|
Southern Mesopotamia|IrPart2|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|inferred absent||||simple|simple|
Southern Mesopotamia|IrPart2|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Southern Mesopotamia|IrPart2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|disputed|
Southern Mesopotamia|IrPart2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||||simple|disputed|
Southern Mesopotamia|IrPart2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Southern Mesopotamia|IrPart2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Southern Mesopotamia|IrPart2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Southern Mesopotamia|IrPart2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|inferred present||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|suspected unknown||||simple|simple|
Susiana|IrPrCer|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|suspected unknown||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Susiana|IrQajar|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||||simple|uncertain|
Susiana|IrSafvd|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|uncertain|
Susiana|IrSafvd|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Susiana|IrSafvd|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSasn1|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|present||||simple|simple|
Susiana|IrSasn1|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|present||||simple|simple|
Susiana|IrSasn1|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|suspected unknown||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||205CE|300CE|complex|simple|range
Susiana|IrSasn1|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||301CE|399CE|complex|uncertain|range
Susiana|IrSasn1|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||301CE|399CE|complex|uncertain|range
Susiana|IrSasn1|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||400CE|499CE|complex|simple|range
Susiana|IrSasn1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|inferred present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Susiana|IrSasn1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSasn2|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|present||||simple|simple|
Susiana|IrSasn2|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|present||||simple|simple|
Susiana|IrSasn2|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|suspected unknown||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|inferred present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Susiana|IrSasn2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSeleu|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|inferred absent||||simple|simple|
Susiana|IrSeleu|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|inferred present||||simple|simple|
Susiana|IrSeleu|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|inferred absent||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|uncertain|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|uncertain|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|uncertain|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|uncertain|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Susiana|IrSeleu|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSeljq|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|present||||simple|simple|
Susiana|IrSeljq|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|absent||||simple|simple|
Susiana|IrSeljq|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|absent||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Susiana|IrSeljq|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred present||||simple|simple|
Susiana|IrShima|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred present||||simple|simple|
Susiana|IrSukkE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred present||||simple|simple|
Susiana|IrSukkL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred absent||||simple|simple|
